time,E11,E12,E13,E22,E23,E33,S11,S12,S13,S22,S23,S33,hvar_0,hvar_1,hvar_2,hvar_3,hvar_4,hvar_5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
